File Name;Binding Energy;PDBQT Path;;Водородная связь;Солевой мостик;Пи-пи взяимодействие;Т-взаимодействие;Катион-пи вз-е;Галогеновое вз-е
ligand_398_receptor.dpf.dlg;609000,00;;;;;;;;
ligand_146_receptor.dpf.dlg;674000,00;;;;;;;;
ligand_504_receptor.dpf.dlg;678000,00;;;;;;;;
ligand_505_receptor.dpf.dlg;724000,00;;;;;;;;
ligand_383_receptor.dpf.dlg;786000,00;;;;;;;;
ligand_1_receptor.dpf.dlg;850000,00;;;;;;;;
ligand_512_receptor.dpf.dlg;850000,00;;;;;;;;
ligand_500_receptor.dpf.dlg;860000,00;;;;;;;;
ligand_539_receptor.dpf.dlg;881000,00;;;;;;;;
ligand_183_receptor.dpf.dlg;898000,00;;;;;;;;
ligand_511_receptor.dpf.dlg;905000,00;;;;;;;;
ligand_174_receptor.dpf.dlg;974000,00;;;;;;;;
ligand_371_receptor.dpf.dlg;1010000,00;;;;;;;;
ligand_134_receptor.dpf.dlg;1170000,00;;;;;;;;
ligand_86_receptor.dpf.dlg;1210000,00;;;;;;;;
ligand_87_receptor.dpf.dlg;1220000,00;;;;;;;;
ligand_106_receptor.dpf.dlg;1830000,00;;;;;;;;
ligand_348_receptor.dpf.dlg;1920000,00;;;;;;;;
ligand_530_receptor.dpf.dlg;1990000,00;;;;;;;;
ligand_320_receptor.dpf.dlg;2000000,00;;;;;;;;
ligand_324_receptor.dpf.dlg;2010000,00;;;;;;;;
ligand_232_receptor.dpf.dlg;2300000,00;;;;;;;;
ligand_411_receptor.dpf.dlg;2590000,00;;;;;;;;
ligand_378_receptor.dpf.dlg;2760000,00;;;;;;;;
ligand_421_receptor.dpf.dlg;2930000,00;;;;;;;;
ligand_142_receptor.dpf.dlg;2940000,00;;;;;;;;
ligand_54_receptor.dpf.dlg;3040000,00;;;;;;;;
ligand_40_receptor.dpf.dlg;3120000,00;;;;;;;;
ligand_439_receptor.dpf.dlg;4010000,00;;;;;;;;
ligand_517_receptor.dpf.dlg;4260000,00;;;;;;;;
ligand_514_receptor.dpf.dlg;4830000,00;;;;;;;;
ligand_454_receptor.dpf.dlg;4970000,00;;;;;;;;
ligand_242_receptor.dpf.dlg;4990000,00;;;;;;;;
ligand_494_receptor.dpf.dlg;5210000,00;;;;;;;;
ligand_453_receptor.dpf.dlg;5300000,00;;;;;;;;
ligand_493_receptor.dpf.dlg;5650000,00;;;;;;;;
ligand_71_receptor.dpf.dlg;6970000,00;;;;;;;;
ligand_323_receptor.dpf.dlg;7390000,00;;;;;;;;
ligand_211_receptor.dpf.dlg;7660000,00;;;;;;;;
ligand_390_receptor.dpf.dlg;8340000,00;;;;;;;;
ligand_244_receptor.dpf.dlg;10200000,00;;;;;;;;
ligand_68_receptor.dpf.dlg;11500000,00;;;;;;;;
ligand_507_receptor.dpf.dlg;13700000,00;;;;;;;;
ligand_496_receptor.dpf.dlg;13800000,00;;;;;;;;
ligand_16_receptor.dpf.dlg;16700000,00;;;;;;;;
ligand_229_receptor.dpf.dlg;17000000,00;;;;;;;;
ligand_536_receptor.dpf.dlg;20300000,00;;;;;;;;
ligand_473_receptor.dpf.dlg;25900000,00;;;;;;;;
ligand_382_receptor.dpf.dlg;28600000,00;;;;;;;;
ligand_223_receptor.dpf.dlg;30300000,00;;;;;;;;
